OG_ID	NODE_ID	GENE_NUM	GAIN_NUM	BRN_NUM	DUP_NUM	TRN_NUM	LOS_NUM	TRN_DETAIL
OG0000022	outsp1	1	0	0	0	0	0	
OG0000022	outsp2	1	0	0	0	0	0	
OG0000022	N003	1	0	0	0	0	0	
OG0000022	N004	1	0	0	0	0	0	
OG0000022	insp1	1	0	0	0	0	0	
OG0000022	insp2	0	0	0	0	0	1	
OG0000022	N005	1	0	0	0	0	0	
OG0000022	insp3	0	0	0	0	0	1	
OG0000022	N006	1	0	0	0	0	0	
OG0000022	insp4	0	0	0	0	0	1	
OG0000022	insp5	1	0	0	0	0	0	
OG0000023	N001	1	1	1	0	0	0	
OG0000023	N002	1	0	0	0	0	0	
OG0000023	outsp1	1	0	0	0	0	0	
OG0000023	outsp2	1	0	0	0	0	0	
OG0000023	N003	1	0	0	0	0	0	
OG0000023	N004	1	0	0	0	0	0	
OG0000023	insp1	1	0	0	0	0	0	
OG0000023	insp2	0	0	0	0	0	1	
OG0000023	N005	1	0	0	0	0	0	
OG0000023	insp3	0	0	0	0	0	1	
OG0000023	N006	1	0	0	0	0	0	
OG0000023	insp4	0	0	0	0	0	1	
OG0000023	insp5	1	0	0	0	0	0	
OG0000024	N001	1	1	1	0	0	0	
OG0000024	N002	1	0	0	0	0	0	
OG0000024	outsp1	1	0	0	0	0	0	
OG0000024	outsp2	1	0	0	0	0	0	
OG0000024	N003	1	0	0	0	0	0	
OG0000024	N004	1	0	0	0	0	0	
OG0000024	insp1	1	0	0	0	0	0	
OG0000024	insp2	0	0	0	0	0	1	
OG0000024	N005	1	0	0	0	0	0	
OG0000024	insp3	0	0	0	0	0	1	
OG0000024	N006	1	0	0	0	0	0	
OG0000024	insp4	0	0	0	0	0	1	
OG0000024	insp5	1	0	0	0	0	0	
OG0000025	N001	0	0	0	0	0	0	
OG0000025	N002	0	0	0	0	0	0	
OG0000025	outsp1	0	0	0	0	0	0	
OG0000025	outsp2	0	0	0	0	0	0	
OG0000025	N003	1	1	1	0	0	0	
OG0000025	N004	1	0	0	0	0	0	
OG0000025	insp1	1	0	0	0	0	0	
OG0000025	insp2	1	0	0	0	0	0	
OG0000025	N005	1	0	0	0	0	0	
OG0000025	insp3	0	0	0	0	0	1	
OG0000025	N006	1	0	0	0	0	0	
OG0000025	insp4	0	0	0	0	0	1	
OG0000025	insp5	2	1	0	1	0	0	
OG0000026	N001	1	1	1	0	0	0	
OG0000026	N002	1	0	0	0	0	0	
OG0000026	outsp1	1	0	0	0	0	0	
OG0000026	outsp2	1	0	0	0	0	0	
OG0000026	N003	1	0	0	0	0	0	
OG0000026	N004	1	0	0	0	0	0	
OG0000026	insp1	1	0	0	0	0	0	
OG0000026	insp2	1	0	0	0	0	0	
OG0000026	N005	0	0	0	0	0	1	
OG0000026	insp3	0	0	0	0	0	0	
OG0000026	N006	0	0	0	0	0	0	
OG0000026	insp4	0	0	0	0	0	0	
OG0000026	insp5	0	0	0	0	0	0	
OG0000027	N001	1	1	1	0	0	0	
OG0000027	N002	1	0	0	0	0	0	
OG0000027	outsp1	1	0	0	0	0	0	
OG0000027	outsp2	1	0	0	0	0	0	
OG0000027	N003	1	0	0	0	0	0	
OG0000027	N004	1	0	0	0	0	0	
OG0000027	insp1	1	0	0	0	0	0	
OG0000027	insp2	1	0	0	0	0	0	
OG0000027	N005	0	0	0	0	0	1	
OG0000027	insp3	0	0	0	0	0	0	
OG0000027	N006	0	0	0	0	0	0	
OG0000027	insp4	0	0	0	0	0	0	
OG0000027	insp5	0	0	0	0	0	0	
OG0000028	N001	1	1	1	0	0	0	
OG0000028	N002	1	0	0	0	0	0	
OG0000028	outsp1	1	0	0	0	0	0	
OG0000028	outsp2	0	0	0	0	0	1	
OG0000028	N003	1	0	0	0	0	0	
OG0000028	N004	1	0	0	0	0	0	
OG0000028	insp1	1	0	0	0	0	0	
OG0000028	insp2	1	0	0	0	0	0	
OG0000028	N005	1	0	0	0	0	0	
OG0000028	insp3	1	0	0	0	0	0	
OG0000028	N006	0	0	0	0	0	1	
OG0000028	insp4	0	0	0	0	0	0	
OG0000028	insp5	0	0	0	0	0	0	
OG0000029	N001	1	1	1	0	0	0	
OG0000029	N002	1	0	0	0	0	0	
OG0000029	outsp1	1	0	0	0	0	0	
OG0000029	outsp2	1	0	0	0	0	0	
OG0000029	N003	1	0	0	0	0	0	
OG0000029	N004	1	0	0	0	0	0	
OG0000029	insp1	0	0	0	0	0	1	
OG0000029	insp2	1	0	0	0	0	0	
OG0000029	N005	1	0	0	0	0	0	
OG0000029	insp3	0	0	0	0	0	1	
OG0000029	N006	1	0	0	0	0	0	
OG0000029	insp4	0	0	0	0	0	1	
OG0000029	insp5	1	0	0	0	0	0	
OG0000030	N001	1	1	1	0	0	0	
OG0000030	N002	1	0	0	0	0	0	
OG0000030	outsp1	1	0	0	0	0	0	
OG0000030	outsp2	2	1	0	1	0	0	
OG0000030	N003	1	0	0	0	0	0	
OG0000030	N004	0	0	0	0	0	1	
OG0000030	insp1	0	0	0	0	0	0	
OG0000030	insp2	0	0	0	0	0	0	
OG0000030	N005	1	0	0	0	0	0	
OG0000030	insp3	1	0	0	0	0	0	
OG0000030	N006	0	0	0	0	0	1	
OG0000030	insp4	0	0	0	0	0	0	
OG0000030	insp5	0	0	0	0	0	0	
OG0000031	N001	1	1	1	0	0	0	
OG0000031	N002	1	0	0	0	0	0	
OG0000031	outsp1	1	0	0	0	0	0	
OG0000031	outsp2	1	0	0	0	0	0	
OG0000031	N003	1	0	0	0	0	0	
OG0000031	N004	0	0	0	0	0	1	
